,YYYYMMDD,HHMMSS,MNG_NO,CPU,MEM,TEMP1,TEMP2,TEMP3,TEMP4,TEMP5,TEMP6,TEMP7,TEMP8,TEMP9,TEMP10,TEMP11,TEMP12,TEMP13,TEMP14,TEMP15,TEMP16,TEMP17,TEMP18,TEMP19,TEMP20,TEMP21,TEMP22
147,20190502,121500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,66,66,44,39,54
148,20190502,122000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,36,43,35,66,66,44,39,54
149,20190502,122500,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
150,20190502,123000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,33,35,43,34,64,65,44,39,54
151,20190502,123500,218,11,21.78,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
152,20190502,124000,218,11,21.78,36,34,35,41,34,48,32,66,50,68,55,55,69,33,36,43,35,64,65,44,39,54
153,20190502,124500,218,10,21.78,36,34,35,41,34,48,32,66,50,68,56,56,69,33,35,43,35,66,66,44,39,54
154,20190502,125000,218,10,21.78,36,34,35,41,34,48,32,66,50,68,56,56,69,33,35,43,34,64,65,44,39,54
155,20190502,125500,218,10,21.78,36,34,35,40,34,48,32,66,50,68,56,56,69,33,35,43,34,64,65,44,39,54
156,20190502,130000,218,10,21.78,36,34,35,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
157,20190502,130500,218,10,21.78,36,34,35,41,34,48,32,66,50,68,55,55,69,33,35,43,35,66,66,44,39,54
158,20190502,131000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
159,20190502,131500,218,10,21.78,36,34,35,40,34,48,32,66,50,68,55,55,69,33,35,43,34,66,66,44,39,54
160,20190502,132000,218,10,21.78,36,34,35,41,34,48,32,66,50,68,55,55,69,33,35,43,35,66,66,44,39,54
161,20190502,132500,218,10,21.78,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
162,20190502,133000,218,10,21.78,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
163,20190502,133500,218,10,21.79,36,34,36,40,34,48,32,66,50,68,56,56,69,32,35,43,34,66,66,44,39,54
164,20190502,134000,218,11,21.79,36,34,35,41,34,48,32,66,50,68,56,56,69,33,36,43,34,64,65,44,39,54
165,20190502,134500,218,11,21.79,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
166,20190502,135000,218,10,21.79,36,34,36,41,34,48,32,66,50,68,56,56,69,33,35,43,35,64,65,44,39,54
167,20190502,135500,218,10,21.79,36,34,36,41,34,48,32,66,50,68,55,55,69,33,35,43,34,64,65,44,39,54
168,20190502,140000,218,10,21.79,36,34,36,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
169,20190502,140500,218,10,21.79,36,34,35,41,34,48,32,66,50,68,56,56,69,32,35,43,35,64,65,44,39,54
170,20190502,141000,218,10,21.79,36,34,36,41,34,48,32,66,50,68,55,55,69,33,35,43,35,64,65,44,39,54
171,20190502,141500,218,10,21.79,36,34,36,41,34,48,32,66,50,68,55,55,69,33,35,43,34,64,65,44,39,54
172,20190502,142000,218,10,21.79,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
173,20190502,142500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
174,20190502,143000,218,10,21.79,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
175,20190502,143500,218,10,21.79,36,34,36,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
176,20190502,144000,218,11,21.79,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
177,20190502,144500,218,11,21.79,36,34,35,40,34,48,32,66,49,68,55,55,69,32,35,43,34,64,65,44,39,54
178,20190502,145000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,66,66,44,39,54
179,20190502,145500,218,11,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,53
180,20190502,150000,218,10,21.79,36,34,35,41,34,48,32,66,50,68,56,56,69,32,35,43,34,66,66,44,39,54
181,20190502,150500,218,10,21.79,36,34,35,40,34,48,32,66,50,67,56,56,69,32,35,43,34,64,65,44,39,54
182,20190502,151000,218,10,21.79,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
183,20190502,151500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
184,20190502,152000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
185,20190502,152500,218,10,21.79,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
186,20190502,153000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,66,66,44,39,54
187,20190502,153500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
188,20190502,154000,218,11,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
189,20190502,154500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
190,20190502,155000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
191,20190502,155500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
192,20190502,160000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,66,66,44,39,54
193,20190502,160500,218,11,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
194,20190502,161000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
195,20190502,161500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
196,20190502,162000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,66,66,44,39,54
197,20190502,162500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
198,20190502,163000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
199,20190502,163500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
200,20190502,164000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
201,20190502,164500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
202,20190502,165000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
203,20190502,165500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,66,66,44,39,54
204,20190502,170000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
205,20190502,170500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
206,20190502,171000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
207,20190502,171500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,66,66,44,39,54
208,20190502,172000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
209,20190502,172500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
210,20190502,173000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
211,20190502,173500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
212,20190502,174000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,55,55,69,32,35,43,34,64,65,44,39,54
213,20190502,174500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,35,64,65,44,39,54
214,20190502,175000,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,66,66,44,39,54
215,20190502,175500,218,10,21.8,36,34,35,41,34,48,32,66,50,68,55,55,69,32,35,43,35,64,65,44,39,54
216,20190502,180000,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,55,69,32,35,43,34,64,65,44,39,54
217,20190502,180500,218,10,21.8,36,34,35,40,34,48,32,66,50,68,56,56,69,32,35,43,34,64,65,44,39,54
